,COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,video_id
122,z13ms12adsbdjbdds23nctrqsq2qhtose,Angela Alor,2015-05-20T19:53:57.924000,HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1,KQ6zr6kCPj8
123,z12cjdywboihdxu5d04celsj0m2vjzrwk0k,DrPunkable,2015-05-20T17:39:26.476000,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1,KQ6zr6kCPj8
124,z12mfpupfyqairrzh04cf5v5ppeldjha53c,shreyes taral,2015-05-20T16:57:09.940000,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0,KQ6zr6kCPj8
125,z13bdbmoqo3yurmfa22lznkpvqqkfl5fh,Smile day,2015-05-20T16:17:41.577000,:)﻿,0,KQ6zr6kCPj8
126,z12vsvqwqyjiinvj204cjjjyflbgvbsgtlg0k,Eduardo Salgado Uresti,2015-05-20T13:16:34.752000,Thumbs up if shrek is gay 👍﻿,1,KQ6zr6kCPj8
127,z13rfjuxmtm3vd2eb23qi1brgq3ic5nxv04,Marshmallow Kingdom,2015-05-20T12:40:57.549000,THUMBS UP FOR ROBO GUY BABY﻿,0,KQ6zr6kCPj8
128,z12byh5aau33evli204cits4yxmsht0qjrg0k,Marshmallow Kingdom,2015-05-20T12:39:21.201000,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0,KQ6zr6kCPj8
129,z13wtxw41lucynljt04cits4yxmsht0qjrg0k,Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0,KQ6zr6kCPj8
130,z13tudczpxi5j1eun22zudooymblxxeup,Mary McCoy,2015-05-20T12:10:42.138000,Memories﻿,0,KQ6zr6kCPj8
131,z133dbir3vbttld3122mdjtjyq3dc35z504,Ticci TøbyyX3,2015-05-20T10:15:33.415000,I lovee it ♥﻿,0,KQ6zr6kCPj8
132,z132ed545qrhytxr404ch1q43uuyzrdwnqs0k,Niecee Sumling,2015-05-20T07:52:09.296000,More views than nikki minaj Anaconda﻿,0,KQ6zr6kCPj8
133,z12de5li5lzwcbblp23gc11zmli4t5r10,Dicky Tricahyadi,2015-05-20T05:49:45.161000,LMFAO IS THE BEST﻿,0,KQ6zr6kCPj8
134,z133hrmoltquclguh23luxkq2w2zgj1vz,Daniel Cruz,2015-05-20T04:15:49.589000,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0,KQ6zr6kCPj8
135,z120ubqoukjxu1ktp22xfvexvyu3xzkbv04,Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles good﻿,0,KQ6zr6kCPj8
136,z12sub0pnwzlgnz0r23pwvaqtuveyxr1z,Blaze Blaziken,2015-05-20T03:50:29.098000,you cant stop the shuffle﻿,0,KQ6zr6kCPj8
137,z12aczabeuzvhb0bg04cg35o2li0whbglss0k,Maria Lopez,2015-05-20T02:07:55.736000,Dang Dat little kid gat moves﻿,0,KQ6zr6kCPj8
138,z125fx5glr2mwfycg22otzyjbvuod5yjx04,uncleltr,2015-05-20T01:50:18.209000,I miss this song. 😢﻿,0,KQ6zr6kCPj8
139,z13twftbwk3qxl3gp04cgnob4ueot3pglok0k,creeperx 945,2015-05-20T00:31:13.204000,Loves it﻿,0,KQ6zr6kCPj8
140,z12dhjqivqv3zvxwl04ccrs43v2wz1cbys40k,Bella Cullen,2015-05-19T23:21:48.011000,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1,KQ6zr6kCPj8
141,z122wjt5wsi3xt25304cg1yrnxuxyluayuk0k,Insomniac,2015-05-19T23:17:19.120000,Man this song really does get in your bones - one minute I&#39;m nearly dosing off to sleep - the next I&#39;m shuffling like crazy with hot feet XD﻿,0,KQ6zr6kCPj8
142,z12lxf34zybwv5siw04cftthhuiksxfjpjo,Deyanira  Urena,2015-05-19T23:09:27.619000,That shake and that golden and black robot were really partying ﻿,0,KQ6zr6kCPj8
143,z131i14binnjjtrnn224e5yw5re0jxtmf,emrah England,2015-05-19T22:10:02.515000,Take a look at this video on YouTube:﻿,1,KQ6zr6kCPj8
144,z13jzdtr3nqkc5ooj04cilhxgzywzhfrnzc0k,Fire Ghost73,2015-05-19T22:01:54.036000,cooooooooooooolllllllllll﻿,0,KQ6zr6kCPj8
145,z12sz3wprvyovr2sr235gbex2tewsbqwh04,Khadra Abdirahman,2015-05-19T17:13:17.961000,Wow;)﻿,0,KQ6zr6kCPj8
146,z13hhvtojxzvyl3oc04ci5pzaqjpynz5nvo0k,edge mango,2015-05-19T12:40:24.071000,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿",0,KQ6zr6kCPj8
147,z13ledpiwqidu5iu022vy1yy3zntxnniz04,Pepe The Meme King,2015-05-19T03:50:16.935000,everyday I&#39;m shufflin﻿,0,KQ6zr6kCPj8
148,z12nd53pxmacxb5wz04cfjsbvsjyjbqihvw0k,Pepe The Meme King,2015-05-19T03:49:29.427000,everyday I&#39;m shufflin﻿,0,KQ6zr6kCPj8
149,z12gyripbnbehdria04ccn2jxlqkwjhqbio,Damn Son,2015-05-19T03:49:19.732000,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿,1,KQ6zr6kCPj8
150,z13bixew2rvmfpxcx23mf3iwxmydd3qh104,Teo Wei Jun,2015-05-19T02:04:52.377000,Every day I&#39;m Shuffling !﻿,0,KQ6zr6kCPj8
151,z13gcbixunqogr2k4220fp1xcqz5svi0b,Heavyassmetalman,2015-05-19T01:37:24.873000,cool song ever good thing its here﻿,0,KQ6zr6kCPj8
152,z13jwbvxvoqje10yg04ccbx5lna5w5rr0tg0k,EraserMan2,2015-05-19T00:46:08.243000,why does the world not shuffle???﻿,0,KQ6zr6kCPj8
153,z13bvpnptyiuzjlr004cijkhguzvjlsjrpw0k,jen ven,2015-05-18T18:14:56.234000,"Love these guys, love the song!﻿",0,KQ6zr6kCPj8
154,z13ot51yusa1htugp04cffzh0knkz55ae4w,Alexis Dean,2015-05-18T15:00:30.430000,Its funny because I listen to rock and death metal. But i like this.﻿,0,KQ6zr6kCPj8
155,z133gz1qly2kit14004cgfuznyqezxay4uk0k,Georgina Riba,2015-05-18T14:57:49.390000,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0,KQ6zr6kCPj8
156,z13ftvvprmqnijnrr04cgrej5paxhp3ionk0k,CHINMAY JANGID,2015-05-18T14:50:38.070000,5th most viewed video.. i guess﻿,0,KQ6zr6kCPj8
157,z13duz4apzezupvmy22agxwikzizhrah304,JuanjoOMG,2015-05-18T13:48:51.649000,my favorite song﻿,0,KQ6zr6kCPj8
158,z12tyfpzkznlghgqz04cjpsp3ymuil05t3g,sheerwill,2015-05-18T13:01:00.402000,I like this song<br />﻿,0,KQ6zr6kCPj8
159,z13zvnepkwvgirzi104cdf1pyyyecthieew,Ali Altınışık,2015-05-18T10:56:12.254000,Wow dance show﻿,0,KQ6zr6kCPj8
160,z13cfr5o3mnyez4ju04ce3whmvflg1fifl00k,vieshva .d.exodous,2015-05-18T08:38:34.236000,Awesome﻿,0,KQ6zr6kCPj8
161,z12ojfkgxxrxurgvz23vxxjg2rabwlikn,Mason Pearce,2015-05-18T07:12:10.556000,like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿,1,KQ6zr6kCPj8
162,z12cgnpg1z2kydz5x04cg5djrte2zllprng0k,Cameron Raji,2015-05-18T04:20:48.086000,Good times. ﻿,0,KQ6zr6kCPj8
163,z13cy1hhuzuuz3m3n23jhbo4bsylj1rt5,Fred Courroie,2015-05-18T02:58:22.855000,Laughing My Fucking Ass Off!!!﻿,0,KQ6zr6kCPj8
164,z13djfvhftzqdxlql04chviyzoroz52wroo0k,Blaze Rod,2015-05-17T23:01:41.901000,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿",0,KQ6zr6kCPj8
165,z13suboizyjhsvsg004cj3iypry3hjewpss0k,connie cooper,2015-05-17T21:07:42.387000,wait I SAW A KID NOT KIDDING﻿,0,KQ6zr6kCPj8
166,z12hctzi5nvbxhcqu04civkgsujfeffxkvs0k,Donna Loyd,2015-05-17T19:58:38.281000,Party rock due and duel﻿,0,KQ6zr6kCPj8
167,z12je1hpbmvbux4iu04cflvz1qiluvvawo40k,Chihiro Cross,2015-05-17T19:55:19.876000,fucking love it omg :v﻿,0,KQ6zr6kCPj8
168,z13cdn1asl2jy5ceu23ssbvohmqcjxdw104,javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so I dance with some companions front of the whole school﻿,0,KQ6zr6kCPj8
169,z12gwzbqipbzyt0dg232zfya0qzpudm0e,Vathanarajah Kunarajah,2015-05-17T19:36:36.955000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
170,z13qfx0atsepgjsjn04cdniyxw21y3qqarg0k,chicharito fan,2015-05-17T19:35:44.075000,I could finally do the spongebob but I started yesterday XD﻿,0,KQ6zr6kCPj8
171,z13jtruhmlzzznqps04cd5rrbl2uexth4to0k,Lorenzo Raggiante,2015-05-17T17:14:17.168000,Thumbs up if you&#39;re watching in 2015﻿,0,KQ6zr6kCPj8
172,z13ctjchczaqerw3i23aw3cbzqidflbb304,Naomi Rayner,2015-05-17T16:33:08.950000,I love it﻿,0,KQ6zr6kCPj8
173,z12xdtdgitfgyxa0y23sxbvrwp3owpjgd04,Julien Paradise,2015-05-17T16:18:24.098000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0,KQ6zr6kCPj8
174,z13yu32w3mrltv3qk04cjztj2wmos54qfss0k,Emiliano Maldonado,2015-05-17T15:38:50.015000,I hate it when Laura Bennett comes in﻿,0,KQ6zr6kCPj8
175,z13pxhrhjrjqfzifz23bttvrnrifc3nhf04,"TelePricol - FUNNY VIDEOS,ЛУЧШИЕ ПРИКОЛЫ",2015-05-17T14:02:31.882000,SUBSCRIBE TO MY CHANNEL﻿,1,KQ6zr6kCPj8
176,z12yyvhiywmvj305f04chz3hpyfpebypv5o,Sandra Barrett,2015-05-17T13:02:04.359000,Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0,KQ6zr6kCPj8
177,z12kcnk5hsyvuv5sm22kfvapdk2of5poa04,Callum Hudson,2015-05-17T12:44:46.679000,Best for partying ﻿,0,KQ6zr6kCPj8
178,z12tjp244my0yhxqs04cc5jqkybuvrywkjw,The Relaxation Den,2015-05-17T12:13:49.502000,omg﻿,0,KQ6zr6kCPj8
179,z12wyrji5vvpjp1ux23ufr0pzojkz1fwk04,dan19752008,2015-05-17T11:50:46.223000,What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm﻿,0,KQ6zr6kCPj8
180,z13lzzd4yrzbhzaez22gfnvw1nugw5k0h,OfficialBladeDoesGaming,2015-05-17T11:03:22.388000,Best song ever﻿,0,KQ6zr6kCPj8
181,z13wg12iskysxzuhi04cdhcxam2wdxfi4hk,Nina Mackie,2015-05-17T09:07:30.578000,Take a look at this video on YouTub<br />You﻿,1,KQ6zr6kCPj8
182,z13mdf1oeo3ddhrdg23sxtdw4mzmwdbsd,adish Newar,2015-05-17T08:21:37.091000,i like this steps...﻿,0,KQ6zr6kCPj8
183,z13pdz0imlendr3es23zsv5iflbewhedb,Lxflys yolo,2015-05-17T03:57:28.997000,Let get this video to one billion views﻿,0,KQ6zr6kCPj8
184,z12kcfcxyvb1cxhls220s3g4jlrtuppxg04,Eli Zabeth,2015-05-17T01:14:28.368000,In my head this is like 2 years ago.. Time FLIES﻿,0,KQ6zr6kCPj8
185,z131i5aanxneixud422egfx4rsmugbpm1,NoName,2015-05-17T01:07:13.243000,"870,000,000 views...566,000 comments...oh my lanta﻿",0,KQ6zr6kCPj8
186,z132jt25frfdihz4304cjnnixqedsx2pvx00k,ʄɛɛŋıɛ ცɛɛŋıɛ,2015-05-17T00:45:35.581000,Its 2015 and still shuffling to this song🎶🎵🎧﻿,0,KQ6zr6kCPj8
187,z13xzrkqqre1tvoop04cfnzgaurpgxugyt40k,vinh nguyen,2015-05-16T23:25:15.189000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
188,z13evxpranjhwr20s22mux2pkk33gxjmn,Charlotte “Cais” Blackstone,2015-05-16T20:54:22.455000,Who df is Lauren Bennett..﻿,0,KQ6zr6kCPj8
189,z125ynbaple1d13c322isreomnqfwlbpm04,はれたらいいね,2015-05-16T20:51:51.477000,"So,cool！！﻿",0,KQ6zr6kCPj8
190,z12hevg4xqi4gjfiy04cj3szcoqcwnhhjok0k,Matias Álvarez calderon,2015-05-16T19:10:09.761000,awesome﻿,0,KQ6zr6kCPj8
191,z122s1rwjlvzv3ybs04cglcyrnfatry5ku00k,Klaudija Horan,2015-05-16T18:39:56.140000,"This is so cool,why haven&#39;t I heard this before?﻿",0,KQ6zr6kCPj8
192,z13ttr3z1kybet3io04cfv2icvbtj3ro120,ZRSFirelordGaming,2015-05-16T18:17:34.524000,XD I WAS GOING CRAZY FUCKIN CRAZY WATCHIN THIS BRAH﻿,0,KQ6zr6kCPj8
193,z12gg1xzcpijhj0s422ztz5iknucsduvl,Daisy Nieto,2015-05-16T18:16:00.954000,I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿,0,KQ6zr6kCPj8
194,z12pgtzpkxugxrgvr234y53aaofptbql4,Alex Ramsey,2015-05-16T17:29:57.194000,Way was their a guy warring a robot head.﻿,0,KQ6zr6kCPj8
195,z134sxlwjxiwhzfet222vtfplljkunrsm,Elidet Rivera,2015-05-16T17:08:18.605000,like the songs﻿,0,KQ6zr6kCPj8
196,z12yw1nglsawyxbjt04cfrzrtqiqxxsw2k40k,Xerota,2015-05-16T13:30:23.531000,"Almost 1 billion views, nice.﻿",0,KQ6zr6kCPj8
197,z12te1b55o3szl5xp04chxrpppunsxoaxgw,brick paterson,2015-05-16T13:24:12.909000,sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0,KQ6zr6kCPj8
198,z12uftqhewi0v3ozj04cgnyylzjitrozgv00k,Pamela  Foster ,2015-05-16T11:42:37.704000,I like it<br />﻿,0,KQ6zr6kCPj8
199,z12wyr0hqtreu51mg22zf1zgvqavdvklk,Ashish Sachdeva,2015-05-16T02:11:43.099000,Gooooood﻿,0,KQ6zr6kCPj8
200,z12cvnpwzrmncblfm230ejjwpzvetrgl5,ROBLOX Gaming,2015-05-16T01:54:31.334000,:3﻿,0,KQ6zr6kCPj8
201,z12vxdc50rqhilm4304cc3rrlyejfbgb0cs,Oscar Yovera Palacios,2015-05-16T01:24:57.701000,likeeeeeeeee﻿,0,KQ6zr6kCPj8
202,z13gelg50zuihd2bs04ccvojgrfvfrwjfmw0k,Liam Mcewan,2015-05-16T00:46:38.313000,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,KQ6zr6kCPj8
203,z12xizopmzbch3dje04cibrzbqi2x54ptgk,Shaina Rodriguez,2015-05-16T00:20:41.387000,lol so funny love it﻿,0,KQ6zr6kCPj8
204,z12pwrxj0kfrwnxye04cjxtqntycd1yia44,‫ארז אריה‬‎,2015-05-15T19:46:53.719000,good party﻿,0,KQ6zr6kCPj8
205,z13kf5iwrofhglmk1231xreqhuu4xrwcl,Synchronized™ Nightcore,2015-05-15T14:58:48.131000,Do not like this comment if you are not watching in 2004﻿,1,KQ6zr6kCPj8
206,z13dhbaigtyijdrwx04cizho1lfidrircjc,Nguyen Thanh Son,2015-05-15T12:57:45.957000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
207,z13pgfty2nvaitsgd04cfbir1rfninn4auw0k,16ladydanger,2015-05-14T17:59:04.547000,Check out this playlist on YouTube:﻿,1,KQ6zr6kCPj8
208,z13ohniidsqhcjs1k22ti544qybadb25b04,reesekupp24,2015-05-14T14:10:58.987000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
209,z12ojrnynma1j352o22ft1kx5s3xiprvx,Bradley beswick,2015-05-14T13:12:39.729000,share your thoughts﻿,1,KQ6zr6kCPj8
210,z13oyf1ben2sezqq504ci1i4ktees5aw0oc0k,Almohtarif Info | المحترف انفو‎,2015-05-13T17:15:41.261000,subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,1,KQ6zr6kCPj8
211,z13ltz3bakrjfxxhx04ccvzhorbicrlrnt00k,Aquan Hall,2015-05-12T17:25:33.187000,"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",1,KQ6zr6kCPj8
212,z13butni2oehuf10e22nslhgcxydyv4cj,Joe Ybarra,2015-05-12T06:07:23.379000,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1,KQ6zr6kCPj8
213,z13oxrgicuueitsig04cijfwpunexhgyd3k,FreddyLegends Songs,2015-05-11T20:43:01.326000,IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿,1,KQ6zr6kCPj8
214,z12hv1bh4sidiji2m22mcpxxunqoyjfpz04,Ashton Larsen,2015-05-11T03:48:24.272000,Check out this playlist on YouTube:m﻿,1,KQ6zr6kCPj8
215,z13zgnsz3qnac3xp204ci1kzyveqyfkz12o,Christy Bautista,2015-05-09T22:59:57.737000,Check out this video on YouTube:<br /><br /><br /><br />﻿,1,KQ6zr6kCPj8
216,z12sj5z4axu0zfuej22ccbexhuvcizgmj,dan reyes,2015-05-09T13:49:23.857000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
217,z13xi3opxyetwjgct221hrwzgpaxfttwk04,zonZi,2015-05-09T13:09:17.453000,Who&#39;s watching in 2015 Subscribe for me !﻿,1,KQ6zr6kCPj8
218,z12at1g5dtmlf5ui304chtvhknbfcbiylqc0k,SHANE MINECRAFT,2015-05-09T01:25:16.018000,Come subscribe﻿,1,KQ6zr6kCPj8
219,z13aud2q2nvduhzm522ohj5hxqudizs4p04,Patrik Gybka,2015-05-05T09:32:04.687000,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1,KQ6zr6kCPj8
220,z13vu1mhmw3jzv5zr04cf5rr2xvdzxw4dcc,jenrry garcia,2015-05-04T17:13:41.103000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
221,z12kxfdagp2hubhd122ddnaz3z2iupfw404,Renee Colley,2015-05-04T07:22:53.416000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
222,z13md5uabuyschuvr22rx3fybuzczpdai04,Ori Yonay (EatDaPoison),2015-05-04T02:32:37.593000,I just wanna see how many people like this comment. I&#39;ll give it a month or so :)﻿,1,KQ6zr6kCPj8
223,z13wyl5pgmjgvj1rr04cfxfpjz22yfbwly00k,Malvin Baez,2015-05-03T01:39:03.193000,PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,1,KQ6zr6kCPj8
224,z12lj5vp4umotnlo004cg5fhpz2svlkaeyg0k,mariela guzman,2015-05-02T03:56:24.560000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
225,z12kil5h2ujlyzgnc23qtzqyokqrc3301,Sinaloence LiveUniverseI,2015-04-29T03:58:06.452000,I like This Comment and do not kill :P﻿,1,KQ6zr6kCPj8
226,z12twdioonizgpvdv22zwv1i1njct3hhc04,July Baby,2015-04-28T10:24:07.401000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
227,z12gwxpqcqnoev1ow04cdvbwvla3xnuhs1g,NerdyQueen〈3,2015-04-28T01:07:30.541000,Check out this playlist on YouTube:﻿,1,KQ6zr6kCPj8
228,z12lgxdibmu3vd0tt23nh3k4gkathp1mj,Nana Diaz,2015-04-26T20:44:52.830000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
229,z12iix3puuj5wxufw23fzrnybxqdy3v4s04,Josh Snow,2015-04-25T00:37:34.423000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
230,z12gf55w4pr0ibswj04cfzyb4my1zbnjsps0k,Andrea Incollingo,2015-04-21T14:52:10.879000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
231,z13phzg4gtbxtdo1o225ivwglz2wyf3vm,Sadie Pratt,2015-04-19T20:48:32.564000,Check out this video on YouTube:fb i﻿,1,KQ6zr6kCPj8
232,z12ejj24lzmnwd5ex231czmjbmestruas04,HAGER KOTRY,2015-04-19T08:21:52.071000,ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1,KQ6zr6kCPj8
233,z13tfboihurwxtvh404citxyhomhjp5jqbc,jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ﻿,1,KQ6zr6kCPj8
234,z12edviawnfadzi0q221cl3gutv1utvty,devon smith,2015-04-18T16:15:24.463000,Check out this video on YouTube:﻿,1,KQ6zr6kCPj8
